company_id,industry_sector,listing_status,credit_rating_band,audit_going_concern_flag,years_in_operation,num_employees,debt_to_equity_ratio,current_ratio,interest_coverage_ratio,revenue_growth_pct,net_profit_margin_pct,working_capital_to_assets_ratio,macroeconomic_interest_rate_pct,distress_risk_category
1362,Energy,Private,Investment Grade,,19.7,229,0.24,1.6,12.43,-7.71,3.3991398381476197,0.095,13.51,Healthy
1363,Construction,Public,Investment Grade,No,19.3,162,1.98,2.19,11.11,-1.61,3.127284839734579,0.2,17.52,Healthy
1364,Energy,Public,High Risk,No,14.5,48,0.28,1.6,-1.12,9.54,-8.995332203698423,0.046,12.23,Distressed
1365,Construction,Private,Investment Grade,,44.4,666,3.03,2.42,1.3,-3.35,-4.381997758641157,0.323,12.97,Distressed
1366,Manufacturing,Public,Investment Grade,No,7.9,164,2.41,2.5,8.39,-5.2,7.413169077876004,0.271,13.45,Healthy
1367,Energy,Private,High Risk,,7.4,114,0.56,1.9,-4.7,22.56,,0.185,15.37,Healthy
1368,Technology,Private,Investment Grade,,11.7,629,3.71,0.92,1.08,22.3,7.000830992654564,-0.006,12.5,Watch
1369,Energy,Private,Speculative,,8.5,159,2.96,1.53,3.94,1.08,-6.986505164147443,0.081,14.18,Healthy
1370,Retail,Private,Speculative,,3.6,372,3.0,0.63,5.54,-7.35,-6.470386503751367,-0.025,11.36,Distressed
1371,Manufacturing,Private,Investment Grade,,36.1,595,0.55,1.5,9.91,-5.61,14.032833068878027,0.045,13.78,Healthy
1372,Retail,Private,High Risk,,15.3,351,1.73,1.22,4.02,7.8,2.5476517251008746,0.048,16.41,Watch
1373,Construction,Private,Speculative,,14.0,433,3.15,1.4,4.58,-1.94,7.823683279074894,0.085,13.74,Watch
1374,Manufacturing,Private,Investment Grade,,13.4,343,2.46,2.43,4.12,-12.45,-2.954132592320793,0.347,13.6,Watch
1375,Manufacturing,Private,Investment Grade,,26.0,443,1.35,1.83,6.85,-0.54,4.9242676872427165,0.119,14.57,Healthy
1376,Construction,Private,High Risk,,13.1,600,2.21,1.24,1.63,0.62,,-0.011,11.41,Distressed
1377,Technology,Private,Speculative,,7.9,699,1.89,1.61,8.48,19.62,1.6648116376915203,0.101,12.53,Healthy
1378,Manufacturing,Private,Speculative,,16.4,220,0.48,1.31,15.29,15.27,11.994103501992164,0.018,13.83,Healthy
1379,Manufacturing,Private,Investment Grade,,19.6,279,0.52,2.47,5.37,7.21,-1.9387499157115355,0.248,15.52,Healthy
1380,Construction,Public,Investment Grade,No,0.6,123,0.92,1.72,5.28,13.97,-3.409657850371614,0.119,15.81,Healthy
1381,Technology,Public,Speculative,No,6.8,206,3.91,2.38,3.97,15.47,11.686810131144323,0.317,13.81,Healthy
1382,Manufacturing,Private,Investment Grade,,3.6,8,0.82,2.74,4.56,5.84,-4.024386377968092,0.308,16.97,Healthy
1383,Technology,Private,Speculative,,2.1,237,0.71,0.1,0.22,0.88,1.1371123768799514,-0.042,15.98,Healthy
1384,Manufacturing,Public,Speculative,No,10.9,161,1.36,1.98,9.93,9.37,2.033362134852462,0.259,11.18,Healthy
1385,Energy,Private,High Risk,,12.5,9,2.72,2.19,1.07,6.86,7.293640211309043,0.216,13.48,Healthy
1386,Retail,Public,High Risk,No,8.3,52,1.02,1.02,1.08,-20.14,7.734182799609011,0.006,12.5,Watch
1387,Construction,Private,Speculative,,30.6,226,2.94,3.08,7.41,8.82,,0.173,12.05,Healthy
1388,Construction,Private,High Risk,,12.8,339,2.23,1.69,6.15,5.13,25.505115849085676,0.097,13.55,Healthy
1389,Retail,Private,Investment Grade,,22.0,60,2.76,0.98,1.19,-10.54,,0.029,14.42,Watch
1390,Retail,Public,Speculative,Yes,7.9,372,0.38,1.23,1.91,4.4,-4.5493767337841415,0.047,14.02,Distressed
1391,Construction,Private,Speculative,,17.1,147,2.12,1.22,9.33,-3.54,5.926676286302477,0.047,10.74,Watch
1392,Manufacturing,Private,Investment Grade,,30.6,310,2.02,2.76,-6.05,8.8,10.741361836599463,0.336,11.89,Watch
1393,Technology,Private,Investment Grade,,14.5,123,0.38,1.89,-1.64,-20.86,-3.3023719000941814,0.145,16.14,Healthy
1394,Energy,Private,Investment Grade,,4.9,103,1.31,3.27,7.47,1.22,2.1381739722998154,0.504,11.9,Healthy
1395,Technology,Public,Investment Grade,No,9.7,129,1.79,1.36,-1.51,28.27,8.120285916149074,0.071,13.39,Healthy
1396,Energy,Private,Speculative,,7.4,1157,6.04,1.81,-0.66,5.87,14.279783686732806,0.197,10.41,Distressed
1397,Energy,Public,Investment Grade,No,2.2,72,0.49,1.71,-1.64,1.71,-2.751205993975338,0.107,13.4,Distressed
1398,Energy,Private,High Risk,,7.3,92,0.95,0.69,7.83,4.37,2.3083067782849005,-0.008,13.3,Healthy
1399,Retail,Private,High Risk,,32.9,349,2.05,2.13,7.27,13.65,1.2323292421539644,0.188,14.27,Watch
1400,Construction,Public,High Risk,No,8.0,235,1.28,1.37,8.28,14.73,13.608926479751572,0.013,13.54,Healthy
